fighter_a,fighter_b,event_date,target,elo_diff,elo_momentum_diff,height_diff,reach_diff,age_diff,slpm_diff,str_acc_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,days_since_last_diff,fight_rate_diff,opp_quality_diff,finish_rate_diff,ko_rate_diff,sub_rate_diff,win_streak_diff,kd_diff,same_stance,stance_?_vs_?,wc_Bantamweight,wc_Catch Weight,wc_Featherweight,wc_Flyweight,wc_Heavyweight,wc_Light Heavyweight,wc_Lightweight,wc_Middleweight,wc_Open Weight,wc_Super Heavyweight,wc_Welterweight,wc_Women's Bantamweight,wc_Women's Featherweight,wc_Women's Flyweight,wc_Women's Strawweight
Ciryl Gane,Tai Tuivasa,"September 03, 2022",0.0,6.867922688782073,70.82815906847918,0,0,0,0,0,0,0,0,0,0,21,0.3130714285714289,23.60737526947446,-0.25,-0.4166666666666667,0.16666666666666666,3,-11.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Robert Whittaker,Marvin Vettori,"September 03, 2022",1.0,77.06826471763065,22.914925827410116,0,0,0,0,0,0,0,0,0,0,-112,-0.13578327105490096,-4.896238498064122,0.3,0.3,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nassourdine Imavov,Joaquin Buckley,"September 03, 2022",1.0,-7.364436273239562,36.784094142963795,0,0,0,0,0,0,0,0,0,0,224,-1.294801587301587,2.2683634020932004,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Roman Kopylov,Alessio Di Chirico,"September 03, 2022",1.0,21.753117533775367,9.79599851287594,0,0,0,0,0,0,0,0,0,0,-63,-0.8529886188841939,9.567624822531116,-0.5,-0.25,-0.25,0,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
William Gomis,Jarno Errens,"September 03, 2022",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nathaniel Wood,Charles Jourdain,"September 03, 2022",0.0,-64.14969277612977,-65.2463938709302,0,0,0,0,0,0,0,0,0,0,-7,-1.08606186772922,-18.966625658336397,0.5,-0.16666666666666666,0.6666666666666667,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Abus Magomedov,Dustin Stoltzfus,"September 03, 2022",1.0,2.17515623066447,18.844023828041372,0,0,0,0,0,0,0,0,0,0,-49,-2.2442396313364057,-3.4671634431635994,-0.5,0.0,-0.5,0,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nasrat Haqparast,John Makdessi,"September 03, 2022",1.0,-24.654526362921615,-25.442167077088016,0,0,0,0,0,0,0,0,0,0,-308,0.31418315357639126,54.88971862771632,-0.22222222222222227,-0.1111111111111111,-0.1111111111111111,-2,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Fares Ziam,Michal Figlak,"September 03, 2022",0.0,29.982007860268368,14.718314653790458,0,0,0,0,0,0,0,0,0,0,189,1.337912087912088,-3.515231733377732,0.3333333333333333,0.0,0.3333333333333333,2,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Benoit Saint Denis,Gabriel Miranda,"September 03, 2022",0.0,30.792922871529527,0.0,0,0,0,0,0,0,0,0,0,0,91,2.3717532467532467,-4.743082263572887,0.5,0.0,0.5,2,-30.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cristian Quinonez,Khalid Taha,"September 03, 2022",0.0,-46.014292795453684,-14.750599588975774,0,0,0,0,0,0,0,0,0,0,-413,-1.2142619680851063,-9.715371423929128,-0.25,-0.25,0.0,-2,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stephanie Egger,Ailin Perez,"September 03, 2022",0.0,-1.0898836363144255,14.142213873355558,0,0,0,0,0,0,0,0,0,0,28,2.1082251082251084,-5.970015648176513,1.0,0.5,0.5,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Khamzat Chimaev,Kevin Holland,"September 10, 2022",0.0,-21.523037216782313,38.24220014334037,0,0,0,0,0,0,0,0,0,0,70,-1.3368555363101673,33.436361082557596,0.0,0.0,0.0,1,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Rodriguez,Li Jingliang,"September 10, 2022",1.0,22.576003525020496,-8.021710771078233,0,0,0,0,0,0,0,0,0,0,322,0.7976697262614676,-18.12385349885676,-0.2666666666666666,-0.15555555555555556,-0.1111111111111111,-1,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Irene Aldana,Macy Chiasson,"September 10, 2022",1.0,-13.795471635712829,5.71860902430808,0,0,0,0,0,0,0,0,0,0,301,-0.3722885809842331,21.13504047753736,-0.33333333333333337,0.0,-0.3333333333333333,0,10.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Johnny Walker,Ion Cutelaba,"September 10, 2022",1.0,36.71034213154417,31.985700278549757,0,0,0,0,0,0,0,0,0,0,84,0.17103760561046988,12.88668030594522,0.16666666666666663,0.5,-0.3333333333333333,0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Julian Erosa,Hakeem Dawodu,"September 10, 2022",0.0,75.65566032724382,17.999405033600397,0,0,0,0,0,0,0,0,0,0,0,-0.30213836197609,-24.66895844199712,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nate Diaz,Tony Ferguson,"September 10, 2022",0.0,1.0083665856618609,-2.826312337249192,0,0,0,0,0,0,0,0,0,0,329,-0.06616313311938682,14.22046260977936,-0.07386363636363635,-0.32954545454545453,0.2556818181818182,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Denis Tiuliulin,Jamie Pickett,"September 10, 2022",1.0,-28.610313188000873,-11.882095730324636,0,0,0,0,0,0,0,0,0,0,-35,-0.7247023809523809,-17.009341471372863,0.75,-0.25,1.0,1,20.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Chris Barnett,Jake Collier,"September 10, 2022",0.0,41.35068408279653,35.93102733852629,0,0,0,0,0,0,0,0,0,0,14,0.8777668015096858,30.924878733178275,-0.09999999999999998,-0.09999999999999998,0.0,1,-1.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Norma Dumont,Danyelle Wolf,"September 10, 2022",1.0,16.722614355125643,50.04349893681615,0,0,0,0,0,0,0,0,0,0,126,1.9764610389610389,-10.163270597500286,0.0,0.0,0.0,3,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Alatengheili,Chad Anheliger,"September 10, 2022",1.0,-29.89443156074981,16.439277421754014,0,0,0,0,0,0,0,0,0,0,-56,-0.1480404689156325,8.930310404149168,-1.0,-1.0,0.0,-1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elise Reed,Melissa Martinez,"September 10, 2022",0.0,-45.442693776666374,-45.442693776666374,0,0,0,0,0,0,0,0,0,0,112,2.653147699757869,3.7295523271470756,0.0,0.0,0.0,0,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yohan Lainesse,Darian Weeks,"September 10, 2022",0.0,47.81820279662065,0.0,0,0,0,0,0,0,0,0,0,0,-21,0.13731203007518777,5.9822767617556565,1.0,1.0,0.0,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Jailton Almeida,Anton Turkalj,"September 10, 2022",1.0,-29.51566973128729,0.0,0,0,0,0,0,0,0,0,0,0,112,3.3663594470046085,19.414024030617384,0.0,0.0,0.0,0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cory Sandhagen,Song Yadong,"September 17, 2022",0.0,-65.49069363498734,47.08195564519178,0,0,0,0,0,0,0,0,0,0,133,0.07731176827518693,8.578014145789666,0.32142857142857145,-0.0357142857142857,0.35714285714285715,0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andre Fili,Bill Algeo,"September 17, 2022",1.0,-46.510025289832356,-25.50465999263065,0,0,0,0,0,0,0,0,0,0,77,-0.4184353331323485,0.3731323498600432,0.2857142857142857,0.2857142857142857,0.0,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Joe Pyfer,Alen Amedovski,"September 17, 2022",1.0,-15.380678486316583,-15.380678486316583,0,0,0,0,0,0,0,0,0,0,-119,-0.879414125200642,-0.910930707788566,-0.5,0.0,-0.5,-1,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rodrigo Nascimento,Tanner Boser,"September 17, 2022",0.0,26.17195391092173,-3.045924386624165,0,0,0,0,0,0,0,0,0,0,-21,-1.1176246000593726,-0.5886753944391785,-0.5,-0.5,0.0,1,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anthony Hernandez,Marc-Andre Barriault,"September 17, 2022",1.0,-45.082053825844014,-29.568334330718017,0,0,0,0,0,0,0,0,0,0,14,-0.9913677592249022,-27.173159238065864,0.09999999999999998,-0.4,0.5,1,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Gregory Rodrigues,Chidi Njokuani,"September 17, 2022",0.0,24.288579552312285,10.219261941982268,0,0,0,0,0,0,0,0,0,0,-28,-0.14602212153518135,-28.896605418787203,-0.6666666666666667,-0.6666666666666667,0.0,-1,-10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Trevin Giles,Louis Cosce,"September 17, 2022",1.0,9.401376287651374,-15.856042955411567,0,0,0,0,0,0,0,0,0,0,-427,1.1836195655189634,22.651112133337392,0.5,0.25,0.25,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Loma Lookboonmee,Denise Gomes,"September 17, 2022",1.0,76.06696832950365,42.096056063268634,0,0,0,0,0,0,0,0,0,0,301,1.727767265846736,15.64740019433043,0.0,0.0,0.0,5,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Trey Ogden,Daniel Zellhuber,"September 17, 2022",0.0,-13.827836547553034,0.0,0,0,0,0,0,0,0,0,0,0,154,2.3717532467532467,47.46095887391948,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Gillian Robertson,Mariya Agapova,"September 17, 2022",0.0,-32.69797267793547,-30.806914353613365,0,0,0,0,0,0,0,0,0,0,-7,0.7343759290782297,6.26003955224769,0.0,0.2,-0.19999999999999996,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Javid Basharat,Tony Gravely,"September 17, 2022",1.0,-13.822308849713409,17.12988050916033,0,0,0,0,0,0,0,0,0,0,84,-0.33609385783298795,-9.881019385976288,-0.3333333333333333,0.0,-0.3333333333333333,0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nikolas Motta,Cameron VanCamp,"September 17, 2022",0.0,-29.67992612840021,0.0,0,0,0,0,0,0,0,0,0,0,77,-1.0069548872180452,50.82772978150206,-1.0,-1.0,0.0,-1,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Damon Jackson,Pat Sabatini,"September 17, 2022",1.0,-59.97675399537661,-59.62633552598277,0,0,0,0,0,0,0,0,0,0,-49,-1.8652222532848755,25.297099199074637,0.0,0.0,0.0,-3,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Yan Xiaonan,Mackenzie Dern,"October 01, 2022",1.0,17.18805139052347,-0.8177252143457281,0,0,0,0,0,0,0,0,0,0,35,-0.31496814082770075,13.924614736529065,-0.6666666666666666,0.0,-0.6666666666666666,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Randy Brown,Francisco Trinaldo,"October 01, 2022",0.0,102.0046193477358,17.731657060760654,0,0,0,0,0,0,0,0,0,0,0,-0.48450251819719115,-2.575414757996896,-0.041666666666666685,-0.08333333333333334,0.04166666666666666,0,-10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Raoni Barcelos,Trevin Jones,"October 01, 2022",1.0,44.67428715110441,28.097430031458998,0,0,0,0,0,0,0,0,0,0,49,-0.23717532467532476,5.932856822067151,0.4,0.4,0.0,1,10.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sodiq Yusuff,Don Shainis,"October 01, 2022",0.0,-9.686975058894404,-22.86678811467391,0,0,0,0,0,0,0,0,0,0,203,1.565357142857143,-36.638688478250515,0.6666666666666666,0.6666666666666666,0.0,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mike Davis,Viacheslav Borshchev,"October 01, 2022",0.0,16.211099493908023,15.38587727623667,0,0,0,0,0,0,0,0,0,0,430,-1.945962123336425,-10.206868929273924,-0.5,-0.5,0.0,2,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ilir Latifi,Aleksei Oleinik,"October 01, 2022",0.0,-11.684161892050042,-38.54119911866496,0,0,0,0,0,0,0,0,0,0,308,-0.46126595755366084,-17.634845066811522,-0.125,0.25,-0.375,-2,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Joaquim Silva,Jesse Ronson,"October 01, 2022",1.0,-2.4751705927071725,-9.295673169258862,0,0,0,0,0,0,0,0,0,0,301,0.4359247505122914,-14.790967609015752,0.3333333333333333,0.3333333333333333,0.0,0,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Brendan Allen,Krzysztof Jotko,"October 01, 2022",1.0,-33.12705328042807,39.940655199808816,0,0,0,0,0,0,0,0,0,0,-42,1.2322275273568182,3.158666270636104,0.2142857142857143,-0.2857142857142857,0.5,2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Chelsea Chandler,Julija Stoliarenko,"October 01, 2022",0.0,51.1878136630603,50.37956885665403,0,0,0,0,0,0,0,0,0,0,-91,-1.3035331905781586,20.90030491930611,0.0,0.0,0.0,0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Guido Cannetti,Randy Costa,"October 01, 2022",0.0,-30.091116353173675,75.14953502190633,0,0,0,0,0,0,0,0,0,0,-91,-0.42575570777571015,5.345336502975442,0.0,0.5,-0.5,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Santos,John Castaneda,"October 01, 2022",1.0,-0.21218374871182277,-16.805568999525576,0,0,0,0,0,0,0,0,0,0,-63,0.7140225563909774,-10.606551420991309,-0.5,-0.5,0.0,1,11.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Raphael Assuncao,Victor Henry,"October 15, 2022",0.0,12.209223625196728,13.588481482979205,0,0,0,0,0,0,0,0,0,0,35,0.0954818752178459,-45.23515595941785,0.375,0.25,0.125,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jonathan Martinez,Cub Swanson,"October 15, 2022",1.0,-43.70037204795517,-64.51722348115459,0,0,0,0,0,0,0,0,0,0,-154,0.5983355126947805,-3.8705473024965613,-0.46666666666666673,-0.06666666666666671,-0.4,-1,20.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dusko Todorovic,Jordan Wright,"October 15, 2022",1.0,-41.02117919162902,-37.89402718073052,0,0,0,0,0,0,0,0,0,0,-28,0.13185285906815514,-42.27078932355471,0.0,0.25,-0.25,-2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Alonzo Menifield,Misha Cirkunov,"October 15, 2022",1.0,84.61615492429883,21.079924919030645,0,0,0,0,0,0,0,0,0,0,-98,0.46134899583175426,-0.4113752965263302,-0.5,-0.06666666666666671,-0.43333333333333335,0,10.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Alexa Grasso,Viviane Araujo,"October 15, 2022",1.0,78.07093922440413,-5.76380134641181,0,0,0,0,0,0,0,0,0,0,49,-0.5256410421440156,13.622359040663014,0.16666666666666666,0.0,0.16666666666666666,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jacob Malkoun,Nick Maximov,"October 15, 2022",1.0,-20.35790987213545,-36.35790987213545,0,0,0,0,0,0,0,0,0,0,-28,-0.8197516076156854,-2.6031936374329234,0.0,0.5,-0.5,-2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pete Rodriguez,Mike Jackson,"October 15, 2022",1.0,31.967653396927062,15.967653396927062,0,0,0,0,0,0,0,0,0,0,91,0.9245938987870823,5.087897735492561,1.0,1.0,0.0,1,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tatsuro Taira,CJ Vergara,"October 15, 2022",0.0,-17.333049027786274,0.0,0,0,0,0,0,0,0,0,0,0,-7,0.24201563742380072,-23.69549458121901,0.0,0.0,0.0,-1,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mana Martinez,Brandon Davis,"October 15, 2022",1.0,59.37433664615878,-18.770373090276507,0,0,0,0,0,0,0,0,0,0,-119,0.07877091686190707,-3.7336982511189944,0.0,0.0,0.0,2,20.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joanderson Brito,Lucas Alexander,"October 15, 2022",0.0,-2.196163184498346,0.0,0,0,0,0,0,0,0,0,0,0,168,2.675824175824176,-32.28277262864913,1.0,1.0,0.0,1,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Piera Rodriguez,Sam Hughes,"October 15, 2022",1.0,25.549941935991,14.243002780347524,0,0,0,0,0,0,0,0,0,0,42,-0.7850942460317463,-60.6230239656129,-1.0,-1.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Aljamain Sterling,TJ Dillashaw,"October 22, 2022",0.0,35.751723021746784,3.503478773695633,0,0,0,0,0,0,0,0,0,0,-259,0.285346481544132,56.663878025350414,-0.5416666666666667,-0.6388888888888888,0.09722222222222221,0,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sean O'Malley,Petr Yan,"October 22, 2022",1.0,51.67345138853216,25.012277136929015,0,0,0,0,0,0,0,0,0,0,-84,-0.4682208368784886,22.0437908388119,0.32142857142857145,0.32142857142857145,0.0,6,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beneil Dariush,Mateusz Gamrot,"October 22, 2022",1.0,-61.891090122419655,14.223676513333885,0,0,0,0,0,0,0,0,0,0,406,-0.20330724419686685,29.32241488192153,0.08333333333333337,-0.41666666666666663,0.5,1,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Manon Fiorot,Katlyn Cerminara,"October 22, 2022",1.0,34.01434737114619,33.29150373791572,0,0,0,0,0,0,0,0,0,0,49,-0.10756708115183278,-2.5175083818146504,-0.16666666666666666,-0.16666666666666666,0.0,2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Belal Muhammad,Sean Brady,"October 22, 2022",0.0,-3.0833977078116277,1.66623996233443,0,0,0,0,0,0,0,0,0,0,-147,0.8828536672205076,-8.595170628555934,0.3333333333333333,0.3333333333333333,0.0,-1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Islam Makhachev,Charles Oliveira,"October 22, 2022",0.0,-96.60276273107957,-53.61564275127648,0,0,0,0,0,0,0,0,0,0,70,-0.8361471466890877,34.30683969420852,-0.2333333333333334,0.08333333333333331,-0.3166666666666667,-3,-10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nikita Krylov,Volkan Oezdemir,"October 22, 2022",0.0,23.619602525641994,69.57091835991923,0,0,0,0,0,0,0,0,0,0,0,-0.17583003189879198,8.708178227227336,-0.05555555555555558,-0.2222222222222222,0.16666666666666666,4,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Abubakar Nurmagomedov,Gadzhi Omargadzhiev,"October 22, 2022",1.0,17.477019155238168,0.0,0,0,0,0,0,0,0,0,0,0,385,-1.2548958977530407,24.85232691276542,0.5,0.0,0.5,1,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Armen Petrosyan,AJ Dobson,"October 22, 2022",0.0,-16.160516902601103,0.0,0,0,0,0,0,0,0,0,0,0,-147,1.6199229691876749,-25.705089679074035,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Muhammad Mokaev,Malcolm Gordon,"October 22, 2022",1.0,-57.5351491580459,-9.684405876005712,0,0,0,0,0,0,0,0,0,0,-168,1.5975943138326956,5.445882459981931,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Karol Rosa,Lina Lansberg,"October 22, 2022",1.0,-55.2401804417907,-28.73584637083445,0,0,0,0,0,0,0,0,0,0,21,0.1093995592389454,-3.772490887317872,-0.2857142857142857,-0.2857142857142857,0.0,-2,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Caio Borralho,Makhmud Muradov,"October 22, 2022",1.0,-59.7704305091836,-11.523519293282561,0,0,0,0,0,0,0,0,0,0,-315,2.5606150793650793,9.319021424749735,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Arnold Allen,Calvin Kattar,"October 29, 2022",0.0,-17.222138823216483,9.853596163627117,0,0,0,0,0,0,0,0,0,0,91,-0.8718248989833159,43.4047611319736,0.75,0.25,0.5,0,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Max Griffin,Tim Means,"October 29, 2022",1.0,-13.194941719519875,6.726649256852625,0,0,0,0,0,0,0,0,0,0,84,-0.23588914501051095,-11.882201336725302,-0.10714285714285715,0.10714285714285715,-0.21428571428571427,2,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Waldo Cortes Acosta,Jared Vanderaa,"October 29, 2022",0.0,7.037221209171776,21.411111460411576,0,0,0,0,0,0,0,0,0,0,-112,-3.55762987012987,17.979055369507932,-0.6666666666666666,-0.6666666666666666,0.0,0,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Tresean Gore,Josh Fremd,"October 29, 2022",1.0,48.04360164863647,0.0,0,0,0,0,0,0,0,0,0,0,-91,0.9469795177599172,24.743933966781924,0.5,0.5,0.0,2,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Khalil Rountree Jr.,Dustin Jacoby,"October 29, 2022",0.0,-44.00176811546157,-23.26474128685254,0,0,0,0,0,0,0,0,0,0,126,1.0842128390990542,26.615184267573113,0.4,0.39999999999999997,0.0,-1,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Roman Dolidze,Phil Hawes,"October 29, 2022",1.0,30.545108447581015,-2.666609005945702,0,0,0,0,0,0,0,0,0,0,0,-0.29231692677070864,13.188699084764494,0.16666666666666663,0.16666666666666663,0.0,1,10.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
JunYong Park,Joseph Holmes,"October 29, 2022",0.0,-26.094093786764006,-10.666661332867989,0,0,0,0,0,0,0,0,0,0,0,-0.6478935698447896,-14.855901538800254,0.0,0.0,0.0,0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Steve Garcia,Chase Hooper,"October 29, 2022",0.0,57.428240818223685,24.442112667257334,0,0,0,0,0,0,0,0,0,0,-21,-0.6131294964028777,2.656454004547868,0.16666666666666663,0.16666666666666663,0.0,1,-30.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Christian Rodriguez,Joshua Weems,"October 29, 2022",1.0,16.45292614742425,0.0,0,0,0,0,0,0,0,0,0,0,252,1.4494047619047619,9.837794682597632,0.0,0.0,0.0,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marcos Rogerio de Lima,Andrei Arlovski,"October 29, 2022",0.0,38.063589207747555,-5.195126967195165,0,0,0,0,0,0,0,0,0,0,-7,-0.06746543928089155,-1.7044492465429357,0.2142857142857143,-0.1517857142857143,0.36607142857142855,0,-10.0,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cody Durden,Carlos Mota,"October 29, 2022",1.0,19.109128465470576,17.122303541761084,0,0,0,0,0,0,0,0,0,0,126,2.22985347985348,8.955436409737104,1.0,0.3333333333333333,0.6666666666666666,2,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Tagir Ulanbekov,Nate Maness,"November 05, 2022",0.0,13.435721015612444,-2.564278984387556,0,0,0,0,0,0,0,0,0,0,112,-0.3193603712671511,-5.105663393017949,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Amanda Lemos,Marina Rodriguez,"November 05, 2022",0.0,-2.7242154283906075,-70.09115679904198,0,0,0,0,0,0,0,0,0,0,-133,-0.6764793310224944,-15.09623776518606,1.0,0.6666666666666666,0.3333333333333333,-2,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Neil Magny,Daniel Rodriguez,"November 05, 2022",1.0,-46.79309992891626,6.307148386855715,0,0,0,0,0,0,0,0,0,0,77,-0.1554057546862202,-15.556540982890965,0.0,-0.26666666666666666,0.26666666666666666,0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Shayilan Nuerdanbieke,Darrick Minner,"November 05, 2022",0.0,-0.7678689079857577,-0.03276926547550829,0,0,0,0,0,0,0,0,0,0,-196,0.19616004296455447,-1.8637228758084348,-1.0,0.0,-1.0,0,-10.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Grant Dawson,Mark Madsen,"November 05, 2022",1.0,-18.062909273511423,-65.36855221750216,0,0,0,0,0,0,0,0,0,0,-21,0.6239438765616776,10.51705821565497,0.6666666666666666,0.0,0.6666666666666666,-1,10.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mario Bautista,Benito Lopez,"November 05, 2022",1.0,48.7236350111159,63.77748740515358,0,0,0,0,0,0,0,0,0,0,-1078,0.9697011972402597,6.480632777108667,1.0,0.6666666666666666,0.3333333333333333,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Polyana Viana,Jinh Yu Frey,"November 05, 2022",1.0,59.44586767442797,29.098153958906323,0,0,0,0,0,0,0,0,0,0,35,-0.648297881308306,4.573162441696013,-0.25,0.0,-0.25,0,10.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Johnny Munoz,Liudvik Sholinian,"November 05, 2022",1.0,30.589564439506603,16.628377225893473,0,0,0,0,0,0,0,0,0,0,-273,0.47118743301710786,-34.63021701090702,0.5,0.5,0.0,1,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
